Via Giovanni Bovio,[['residential', -1]]
Via Ruggiero il Normanno,[['residential', -1]]
Strada della Torretta,[['pedestrian', -1], ['pedestrian', -1]]
Via Michelangelo Signorile,[['residential', -1]]
Via Eraclide,[['unclassified', -1]]
Via Don Giovanni Bosco,[['residential', -1]]
Via Francesco Netti,[['residential', -1]]
Tangenziale di Bari,[['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk_link', '40'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90'], ['trunk', '90']]
Strada Vicinale delle Tarine,[['unclassified', -1]]
Via Vito De Fano,[['residential', -1]]
Via Stella,[['residential', -1]]
Strada Scanzano,[['unclassified', -1]]
Via Teodoro,[['unclassified', -1]]
Via Matilde Serao,[['residential', '50']]
Via Murari,[['tertiary', -1], ['unclassified', -1], ['unclassified', -1], ['unclassified', -1], ['unclassified', -1]]
Via Luigi Pinto,[['unclassified', -1]]
Via Boccasile,[['residential', -1]]
Via Cattaro,[['residential', -1]]
Via Tenente Cesare Suglia,[['unclassified', -1]]
Via Vittorio Lenoci,[['unclassified', -1]]
Largo Abate Elia,[['pedestrian', -1]]
